"Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","VIP"
3547,6.603,533.2804,"low score: LPG 20:4","LPG",1.37192708412468
11388,13.989,988.72375,"no MS2: PE P-56:12|PE P-28:5_28:7","EtherPE",1.37066910545182
10470,13.524,917.74164,"TG 55:5|TG 17:0_19:2_19:3","TG",1.37065009665379
3396,9.301,520.50684,"no MS2: Cer 34:1;O2|Cer 21:1;O2/13:0","Cer_NS",1.36996032909725
1816,8.552,387.36176,"no MS2: ST 27:1;O","ST",1.3695457044347
8614,9.242,830.56824,"PC 38:5","PC",1.36830676656861
8146,8.77,810.53821,"PC O-40:11|PC O-22:6_18:5","EtherPC",1.36813331444976
13350,9.718,1620.19238,"RIKEN P-VS1 ID-21148 from Mouse_AdrenalGlands_WT_N_Ctr","Unknown",1.36611163650811
447,14.439,229.19366,"Unknown","null",1.36433441862693
8286,12.996,815.59509,"low score: TG 48:7|TG 9:0_9:0_30:7","TG",1.36378408219964
10781,14.055,936.80389,"no MS2: TG 57:7|TG 8:1_15:3_34:3","TG",1.36199287434637
3187,8.63,499.5188,"Unknown","null",1.36033041207629
9102,13.725,850.76886,"low score: TG 50:1|TG 15:0_18:0_17:1","TG",1.36010334923745
6120,14.051,711.54901,"low score: TG 40:3|TG 12:1_14:1_14:1","TG",1.3599643305249
8712,13.079,834.67981,"AHexCer 44:2;O2|AHexCer (O-16:1)28:1;O2","AHexCer",1.35993442370085
7926,12.385,801.68604,"SM 41:1;O2|SM 17:1;O2/24:0","SM",1.3597141162066
7196,9.833,771.54877,"no MS2: SM 38:6;O2","SM",1.35700775756251
11484,13.808,1001.74939,"no MS2: TG 62:12|TG 14:1_16:2_32:9","TG",1.35661636614483
8758,10.479,836.65448,"PC O-41:5|PC O-26:5_15:0","EtherPC",1.35582913922248
1599,4.173,368.28061,"low score: Cer 21:2;O4|Cer 13:2;O3/8:0(2OH)","Cer_AP",1.35570871110247
2036,6.837,406.28824,"low score: NAGly 22:4;O","NAGly",1.35504655687685
10862,13.588,942.75641,"TG 58:11|TG 18:2_18:3_22:6","TG",1.35398858642835
7070,10.065,766.55823,"no MS2: HexCer 41:8;O2|HexCer 17:3;O2/24:5","HexCer_NS",1.35212710116816
185,0.559,162.11176,"Carnitine","Others",1.34927239005115
1771,14.255,383.3667,"Unknown","null",1.34770252375516
10164,10.504,902.64209,"low score: DGGA 43:7|DGGA 21:3_22:4","DGGA",1.34736547302926
7892,11.073,799.66907,"SM 41:2;O2|SM 15:1;O2/26:1","SM",1.34718997612691
7554,9.213,786.59174,"PC 36:2|PC 18:1_18:1","PC",1.34700448467984
7839,9.997,797.62921,"no MS2: SM 41:3;O2|SM 15:0;O2/26:3","SM",1.34691131870753
11460,8.774,997.51093,"Unknown","null",1.34516055375773
876,7.015,294.16617,"Unknown","null",1.34271147773129
12082,9.025,1153.48853,"Unknown","null",1.34154566943436
7938,8.906,802.59698,"PC O-39:8","EtherPC",1.34074766942724
850,1.259,288.21637,"CAR 8:0","CAR",1.33960413544401
670,7.013,266.17316,"Unknown","null",1.3394875048132
8451,11.071,822.65344,"RIKEN P-VS1 ID-12296 from Mouse_Brain_WT_N_F1DHA","Unknown",1.33926191952164
11114,9.509,964.53131,"Unknown","null",1.33887265963718
2059,7.014,408.30856,"MG 21:5","MG",1.33836647843282
6576,8.502,743.56708,"SM 36:3;O3","SM",1.33830433052111
7154,10.011,770.60522,"PC O-36:3|PC O-18:3_18:0","EtherPC",1.33767289451022
620,8.552,259.24258,"Unknown","null",1.33742831638783
11201,13.994,971.73407,"low score: TG O-61:13|TG O-19:5_21:4_21:4","EtherTG",1.33645758119
10048,13.625,897.69519,"TG 54:8|TG 18:2_18:3_18:3","TG",1.33631029900675
8275,11.529,814.75012,"low score: Cer 53:4;O3|Cer 15:1;O2/38:3;O","Cer_HS",1.3357451062832
10214,13.995,904.04407,"Unknown","null",1.33545485486546
7835,9.061,797.5329,"low score: RIKEN P-VS1 ID-11175 from Cell_HeLa_WT_N_Ctr","Unknown",1.33539025172479
8209,10.045,812.62036,"PC 38:3|PC 21:1_17:2","PC",1.33492228770564
3023,8.1,487.41287,"low score: NAGly 25:1;O2|NAGly 11:0;O(FA 14:0)","NAGly",1.3342361524016
11726,9.029,1052.50488,"Unknown","null",1.33416658213308
7071,9.933,766.56049,"PC O-36:5|PC O-15:3_21:2","EtherPC",1.33164806827845
4563,4.482,609.43768,"Unknown","null",1.32904709523057
